Transaction_Amount_INR,Transaction_Hour,Merchant_Category,Country,Distance_from_Home_km,Mins_Since_Last_Txn,Avg_Monthly_Txn_INR,Is_Fraud
4606.0,2,Fuel,India,6837.0,224.0,6626,0
2118.0,19,Restaurant,India,6302.0,665.0,19503,0
1277.0,18,Travel,Other,5613.0,553.0,10827,0
987.0,11,Grocery,USA,2165.0,614.0,873,0
502.0,15,Fuel,India,8493.0,534.0,11108,0
3023.0,20,Grocery,Singapore,5579.0,219.0,5887,0
1164.0,23,Restaurant,Dubai,2702.0,456.0,5245,0
3414.0,4,Restaurant,India,1870.0,331.0,11824,0
3072.0,9,Travel,USA,7888.0,465.0,1243,0
432.0,1,Fuel,USA,5674.0,506.0,10432,0
321.0,6,Online,India,2534.0,325.0,10527,1
2139.0,12,Electronics,Other,5186.0,164.0,10820,0
2012.0,5,Online,USA,8219.0,348.0,9477,0
1884.0,12,Grocery,Other,465.0,75.0,9760,1
150.0,16,Medical,USA,2183.0,218.0,18995,0
4433.604345967336,9,Restaurant,Other,5352.0,719.0,9715,0
331.0,11,Electronics,India,2089.0,56.0,17584,0
861.0,17,Online,India,929.0,152.0,3273,0
1398.0,2,Electronics,UK,7363.0,,11583,0
1498.0,16,Electronics,India,1034.0,268.0,2849,0
454.0,16,Fuel,India,512.0,180.0,4202,0
1191.0,22,Online,India,1107.0,319.0,11402,0
774.0,23,Online,India,2761.0,139.0,9035,0
323.0,5,Travel,India,3290.0,141.0,1455,0
3714.0,5,Online,India,334.0,584.0,5793,0
4885.0,2,Grocery,India,561.0,505.0,19035,0
353.0,20,Online,India,3534.0,192.0,5345,0
7223.0,12,Restaurant,India,6485.0,191.0,1756,1
5064.0,5,Restaurant,Other,9806.0,,3616,0
153.0,21,Electronics,Dubai,2413.0,489.0,17545,0
8742.0,8,Fuel,India,1092.0,210.0,4858,0
9995.0,3,Restaurant,India,4622.0,632.0,1217,0
255.0,4,Restaurant,India,120.0,262.0,17260,0
2568.0,6,Fuel,India,1265.0,495.0,6463,0
1082.0,13,Electronics,Other,7453.0,636.0,15251,0
6292.0,6,Electronics,India,3418.0,704.0,16074,1
311.0,5,Restaurant,India,,264.0,5067,1
773.0,19,Travel,USA,7089.0,142.0,13235,0
1375.0,13,Grocery,India,4472.0,232.0,7409,1
2383.0,20,Online,Dubai,2190.0,18.0,16957,1
2577.0,14,Medical,Other,528.0,584.0,16495,0
803.0,0,Online,India,61.0,1.0,7588,1
4896.0,17,Grocery,India,2685.0,323.0,5398,0
667.0,11,Online,Dubai,2595.0,661.0,6789,0
812.0,19,Travel,India,1672.0,178.0,2241,0
110.0,17,Electronics,India,6471.0,41.0,9407,0
1631.0,21,Medical,India,2501.0,366.0,13219,0
5202.580646143309,4,Electronics,USA,9572.0,528.0,4602,0
3630.0,2,Grocery,UK,2840.0,493.0,15982,0
621.0,13,Restaurant,India,202.0,612.0,10807,0
103.0,4,Restaurant,Dubai,8573.0,559.0,13807,0
569.0,2,Grocery,India,1263.0,330.0,1814,0
1757.0,2,Grocery,India,2850.0,310.0,2529,0
7267.0,3,Restaurant,India,5702.0,307.0,17622,0
985.0,9,Travel,India,173.0,589.0,13624,0
624.0,6,Grocery,India,4211.0,84.0,1313,0
814.0,5,Travel,USA,1414.0,696.0,7622,0
1272.0,13,Restaurant,USA,9413.0,123.0,15305,0
63.0,20,Online,India,43.0,533.0,14045,0
1824.0,5,Restaurant,India,,524.0,669,0
802.0,9,Grocery,USA,3294.0,576.0,2794,1
173.0,12,Travel,India,2867.0,682.0,10327,0
474.0,10,Restaurant,USA,3238.0,238.0,18193,0
1082.0,15,Travel,India,3982.0,483.0,17289,0
4633.0,13,Medical,India,8294.0,,15717,0
960.0,3,Restaurant,India,8150.0,478.0,10313,0
2534.0,18,Grocery,Dubai,2910.0,629.0,2251,0
3859.0,2,Fuel,India,6749.0,321.0,5725,0
1451.0,3,Restaurant,India,378.0,116.0,6491,0
1036.0,11,Grocery,Other,6404.0,312.0,881,0
3003.0,16,Online,USA,3565.0,28.0,3106,0
1794.0,16,Restaurant,India,6919.0,673.0,15202,0
243.0,12,Online,India,8577.0,376.0,15689,0
674.0,20,Online,India,6021.0,509.0,12135,0
1188.0,22,Fuel,India,2640.0,1.0,5954,0
1193.0,22,Electronics,India,3248.0,523.0,3880,0
1123.0,0,Restaurant,USA,3531.0,160.0,15571,0
841.0,9,Electronics,USA,5670.0,188.0,3546,0
3498.0,3,Online,UK,810.0,171.0,18094,0
1558.0,15,Travel,Dubai,1338.0,301.0,17792,1
1015.0,17,Fuel,India,7453.0,344.0,2967,0
1997.0,17,Travel,Singapore,3994.0,539.0,3760,0
392.0,18,Grocery,Dubai,7651.0,152.0,2128,0
55.0,9,Electronics,Other,3065.0,43.0,2313,0
2684.0,12,Medical,India,845.0,343.0,5120,0
2578.0,5,Fuel,India,8558.0,478.0,3387,0
1380.0,18,Electronics,India,3135.0,,2194,0
161.0,13,Online,India,6029.0,560.0,3523,0
1019.0,6,Online,India,6375.0,91.0,19797,0
4848.0,3,Online,Dubai,4391.0,521.0,7099,0
3858.0,14,Medical,India,7001.0,271.0,19086,0
382.0,14,Travel,India,722.0,709.0,13793,0
276.0,16,Restaurant,USA,9512.0,395.0,1008,0
2499.0,23,Electronics,UK,3607.0,481.0,12691,0
863.0,15,Electronics,Other,7302.0,164.0,10816,0
16042.0,16,Electronics,UK,6917.0,,4211,0
1750.0,3,Medical,USA,6478.0,597.0,2866,0
80.0,22,Electronics,India,6687.0,594.0,9132,0
228.0,7,Online,India,262.0,328.0,880,0
5408.0,18,Travel,India,4345.0,546.0,10662,0
7003.0,14,Fuel,India,687.0,321.0,1549,0
650.0,9,Online,India,8566.0,155.0,3691,0
1530.0,12,Online,India,3560.0,531.0,10706,0
2774.0,7,Online,India,5135.0,19.0,14531,0
9077.0,16,Medical,USA,1910.0,538.0,4404,1
1149.0,19,Online,India,1598.0,448.0,16213,0
1342.0,4,Electronics,India,5052.0,185.0,12472,0
559.0,22,Online,UK,2944.0,124.0,2952,0
1922.0,6,Restaurant,Dubai,804.0,692.0,8786,0
3350.0,0,Travel,India,1682.0,667.0,5558,0
143.0,22,Restaurant,India,999.0,348.0,17052,0
5305.0,16,Electronics,UK,8171.0,298.0,18621,0
448.0,16,Electronics,USA,953.0,348.0,7603,0
811.0,9,Electronics,India,7782.0,,15773,0
783.0,3,Fuel,Singapore,1296.0,58.0,5471,0
2523.0,9,Electronics,India,573.0,78.0,19293,0
1558.0,10,Online,India,8644.0,82.0,19530,0
1161.0,9,Fuel,USA,7035.0,,13665,0
3109.0,22,Online,India,,392.0,7073,0
451.0,20,Online,India,6821.0,599.0,18465,0
833.0,22,Online,Singapore,8118.0,178.0,15431,0
9077.0,16,Medical,USA,1910.0,538.0,4404,1
4484.0,5,Electronics,India,3932.0,528.0,11657,0
631.0,21,Restaurant,USA,884.0,413.0,18927,0
770.0,14,Electronics,India,2211.0,503.0,8538,0
3241.0,10,Travel,Dubai,7161.0,119.0,18459,0
1450.0,0,Online,India,9938.0,15.0,7283,0
6883.0,17,Grocery,India,3107.0,423.0,13198,0
2698.0,11,Online,India,4430.0,319.0,2275,1
3347.0,21,Travel,India,6357.0,211.0,6703,0
1801.0,12,Travel,India,1524.0,366.0,15602,0
482.0,19,Online,India,9748.0,206.0,4250,0
126.0,0,Travel,India,9369.0,,15136,0
1939.0,16,Restaurant,USA,8440.0,716.0,8420,0
255.0,14,Restaurant,India,3373.0,105.0,19194,0
2690.0,21,Electronics,Singapore,5569.0,379.0,6739,1
529.0,1,Grocery,India,1152.0,448.0,3771,0
637.0,15,Travel,India,5758.0,291.0,15639,0
505.0,10,Restaurant,India,2417.0,575.0,5735,0
3914.0,13,Medical,India,4312.0,525.0,6674,0
1235.0,22,Restaurant,India,5582.0,652.0,4705,0
3947.0,17,Medical,India,2648.0,2.0,795,1
1452.0,10,Fuel,India,3190.0,464.0,7320,0
1046.0,3,Grocery,India,2150.0,71.0,16363,0
505.0,10,Electronics,India,4392.0,354.0,15408,1
8631.0,6,Online,India,839.0,104.0,19936,0
348.0,0,Restaurant,India,8533.0,614.0,14425,0
3424.0,8,Online,India,9296.0,655.0,4991,0
1283.0,18,Electronics,India,7591.0,87.0,19298,0
1621.0,9,Grocery,India,,619.0,8982,0
9800.0,1,Medical,India,6799.0,,15676,1
640.0,9,Online,India,5727.0,208.0,9793,0
3211.0,17,Travel,UK,4372.0,413.0,15295,0
2616.0,14,Online,India,9667.0,89.0,7918,0
1874.0,0,Grocery,India,3011.0,309.0,18935,0
6066.0,13,Medical,India,6465.0,378.0,6989,0
1609.0,11,Online,USA,3269.0,356.0,8297,1
448.0,22,Medical,India,575.0,404.0,2279,0
1124.0,14,Grocery,India,9262.0,354.0,17965,1
178.0,1,Medical,India,6453.0,650.0,17667,0
1954.0,18,Travel,India,6713.0,372.0,15618,0
2690.0,21,Electronics,Singapore,5569.0,379.0,6739,1
3554.0,22,Electronics,India,,552.0,11452,0
3222.0,16,Grocery,India,7772.0,39.0,7880,0
3058.0,5,Grocery,Dubai,2178.0,365.0,4343,0
279.0,23,Restaurant,India,1821.0,,19361,0
2198.0,11,Medical,India,9274.0,683.0,7623,0
7223.0,12,Restaurant,India,6485.0,191.0,1756,1
1047.0,3,Grocery,Other,2425.0,156.0,9056,0
411.0,1,Fuel,Singapore,1700.0,450.0,17992,0
241.0,10,Electronics,USA,6809.0,6.0,13788,0
5578.0,21,Grocery,India,776.0,671.0,11201,0
237.0,19,Medical,Dubai,2877.0,348.0,14485,0
3088.0,9,Medical,India,1514.0,358.0,18929,1
3423.0,16,Online,Singapore,5024.0,515.0,3758,0
4151.0,17,Grocery,Dubai,4369.0,423.0,19190,0
253.0,13,Electronics,UK,3191.0,294.0,3838,0
17.0,7,Fuel,India,1815.0,496.0,17870,0
306.0,1,Fuel,India,3710.0,373.0,6571,0
890.0,7,Medical,Singapore,6940.0,,16142,1
3584.0,19,Online,UK,3277.0,266.0,6601,0
505.0,10,Electronics,India,4392.0,354.0,15408,1
1906.0,15,Fuel,India,5617.0,714.0,15037,0
523.0,21,Medical,India,2422.0,11.0,9067,0
764.0,6,Electronics,India,2909.0,,5114,0
1378.0,9,Fuel,USA,7121.0,502.0,6543,0
823.0,19,Travel,India,7211.0,619.0,8003,0
680.0,18,Electronics,India,4092.0,30.0,14806,0
1273.0,14,Fuel,Dubai,2145.0,612.0,7287,0
6897.0,20,Fuel,India,829.0,417.0,12072,0
1237.0,2,Travel,India,6985.0,580.0,13701,0
325.0,18,Travel,India,217.0,143.0,19041,0
1246.0,11,Grocery,India,3531.0,58.0,13194,0
8780.0,6,Fuel,India,5070.0,437.0,2035,1
1318.0,19,Travel,India,3810.0,603.0,12015,1
1888.0,2,Online,India,3217.0,226.0,19975,0
1833.0,6,Electronics,India,9815.0,463.0,15022,0
311.0,5,Restaurant,India,,264.0,5067,1
7129.0,21,Online,Singapore,1172.0,419.0,19936,0
754.0,18,Grocery,India,2583.0,171.0,19412,0
2576.0,1,Restaurant,Dubai,,108.0,4564,1
2684.0,8,Online,India,1700.0,30.0,10161,1
1097.0,8,Restaurant,USA,2959.0,285.0,4938,0
5752.0,2,Grocery,India,9295.0,717.0,10880,0
3983.0,19,Travel,Singapore,7544.0,560.0,12474,0
4729.0,8,Medical,India,1161.0,505.0,13267,0
7084.0,16,Medical,India,6866.0,,1241,0
2536.0,16,Medical,India,3128.0,125.0,9001,0
238.0,18,Online,India,7518.0,584.0,7625,0
167.0,7,Medical,India,8324.0,237.0,11188,0
282.0,14,Fuel,India,3602.0,398.0,12192,0
865.0,21,Fuel,Dubai,2576.0,38.0,10273,0
1571.0,3,Travel,India,4489.0,480.0,11978,0
2699.0,3,Online,India,3011.0,46.0,5283,0
253.0,11,Grocery,India,,543.0,624,0
1118.0,8,Grocery,India,4249.0,408.0,2854,0
3247.0,16,Electronics,India,64.0,699.0,17884,0
3444.0,3,Restaurant,India,5576.0,,4649,0
3572.0,15,Online,India,3963.0,218.0,5716,0
1869.0,15,Fuel,India,4319.0,649.0,18139,0
1617.0,19,Travel,India,4508.0,359.0,2776,0
3191.0,0,Medical,India,9079.0,711.0,12290,0
1290.0,0,Travel,India,6313.0,719.0,19476,0
3955.0,0,Medical,India,3657.0,565.0,1220,1
33.0,6,Restaurant,India,4720.0,588.0,15219,0
97.0,13,Fuel,India,4389.0,1.0,9265,0
1664.0,12,Medical,India,5245.0,466.0,14382,0
161.0,5,Fuel,Dubai,56.0,171.0,13580,0
5635.0,13,Electronics,India,3901.0,636.0,19187,0
294.0,17,Electronics,Other,5808.0,75.0,11267,0
3606.0,3,Travel,Singapore,153.0,652.0,10160,1
5245.0,17,Fuel,Singapore,7903.0,,5517,1
659.0,6,Electronics,India,632.0,396.0,10134,0
1511.0,4,Travel,India,2988.0,23.0,2681,0
2180.0,23,Restaurant,India,1523.0,553.0,7799,0
333.0,11,Fuel,USA,8375.0,139.0,11218,0
5354.0,0,Fuel,India,8521.0,240.0,14861,0
1280.0,4,Fuel,India,8893.0,0.0,18456,1
1711.0,5,Travel,India,7821.0,485.0,3855,0
2626.0,17,Travel,Singapore,8197.0,454.0,18758,0
2889.0,12,Fuel,India,8541.0,,15840,0
2459.0,13,Electronics,India,5051.0,275.0,13900,1
1231.0,3,Electronics,USA,5227.0,394.0,3584,0
2667.0,12,Electronics,India,5238.0,5.0,13477,0
340.0,12,Online,Singapore,6715.0,698.0,14843,0
2126.0,20,Fuel,Singapore,1750.0,390.0,16331,0
803.0,0,Online,India,61.0,1.0,7588,1
516.0,6,Electronics,India,3287.0,520.0,9372,0
8780.0,6,Fuel,India,5070.0,437.0,2035,1
2358.0,11,Online,India,4757.0,511.0,9891,0
1696.0,16,Travel,India,7357.0,16.0,19019,1
1386.0,20,Electronics,Other,3538.0,191.0,16080,0
5312.0,21,Online,India,3833.0,346.0,19830,0
890.0,7,Medical,Singapore,6940.0,,16142,1
186.0,11,Restaurant,India,5087.0,329.0,9028,0
1929.0,14,Grocery,India,6397.0,387.0,2580,0
2599.0,19,Restaurant,India,3528.0,122.0,16610,0
458.0,6,Fuel,India,194.0,103.0,8294,0
343.0,4,Travel,India,9093.0,66.0,3903,0
1611.0113040644048,6,Grocery,India,4102.0,700.0,6845,0
3352.0,17,Electronics,UK,7472.0,430.0,19198,0
944.0,9,Fuel,India,8547.0,718.0,16079,0
1591.0,21,Medical,India,7654.0,97.0,4657,0
64.0,18,Restaurant,Singapore,580.0,20.0,18927,0
1880.0,8,Medical,India,8315.0,167.0,13848,0
2286.0,22,Fuel,India,1284.0,531.0,6273,0
802.0,9,Grocery,USA,3294.0,576.0,2794,1
5035.0,12,Fuel,India,7514.0,635.0,9680,0
309.0,5,Grocery,India,9496.0,,2309,0
4252.0,6,Medical,India,2724.0,,10937,0
2478.0,8,Online,India,,336.0,11480,0
7883.0,18,Restaurant,Dubai,6762.0,442.0,9950,0
188.0,15,Restaurant,India,9747.0,456.0,3836,0
420.0,10,Electronics,India,2285.0,566.0,7177,0
6774.0,18,Electronics,UK,7720.0,268.0,15132,0
2271.0,21,Restaurant,India,9109.0,150.0,8300,0
3077.0,19,Online,India,527.0,223.0,12614,0
5725.0,9,Electronics,Singapore,6388.0,557.0,18906,0
1040.0,7,Fuel,India,4094.0,584.0,12354,0
2892.0,7,Electronics,India,3707.0,116.0,2636,0
12914.25423803676,18,Fuel,India,8850.0,169.0,1170,0
489.0,7,Restaurant,USA,9917.0,627.0,11516,0
5204.0,2,Travel,India,6803.0,695.0,4167,0
2576.0,1,Restaurant,Dubai,,108.0,4564,1
926.0,21,Grocery,USA,356.0,504.0,7554,0
1482.0,2,Medical,Other,62.0,281.0,9932,0
2834.0,6,Fuel,India,7581.0,688.0,17330,0
1652.0,14,Restaurant,USA,2939.0,275.0,11731,0
8723.0,0,Medical,India,1383.0,340.0,1722,1
412.0,4,Travel,Dubai,7060.0,423.0,15384,0
1271.0,1,Restaurant,India,3795.0,597.0,5243,0
4354.0,7,Grocery,Other,6819.0,106.0,10197,0
5594.0,7,Electronics,India,7085.0,123.0,4418,0
354.0,1,Restaurant,India,8826.0,73.0,3121,1
1292.0,9,Grocery,India,1387.0,141.0,16421,0
986.0,16,Online,India,1736.0,595.0,1874,0
1916.0,19,Grocery,India,1303.0,279.0,14081,0
1941.0,5,Travel,India,9322.0,515.0,17059,0
884.0,21,Restaurant,India,9422.0,325.0,17353,0
1377.0,8,Medical,India,6832.0,665.0,17514,0
15403.16009147809,23,Electronics,India,7376.0,261.0,708,1
3239.0,2,Restaurant,Dubai,1216.0,496.0,11858,0
1464.0,1,Fuel,India,8678.0,637.0,14405,0
990.0,2,Electronics,India,709.0,132.0,9171,0
2069.0,4,Restaurant,India,370.0,254.0,14874,0
1274.0,11,Travel,India,1975.0,619.0,14859,0
2700.0,12,Electronics,India,6002.0,,11499,0
412.0,15,Travel,Dubai,9142.0,599.0,6170,0
4073.0,18,Travel,India,1622.0,468.0,5453,0
20.0,20,Grocery,India,206.0,684.0,4777,0
2047.0,18,Medical,Singapore,5590.0,385.0,12866,0
581.0,7,Medical,USA,2811.0,640.0,11255,0
3032.7092220742925,19,Grocery,India,6011.0,609.0,10530,0
9769.0,3,Medical,India,9479.0,84.0,1275,0
3773.0,14,Travel,India,9227.0,79.0,8677,0
4781.0,12,Fuel,India,5609.0,568.0,17636,0
7223.0,12,Restaurant,India,6485.0,191.0,1756,1
2113.0,14,Restaurant,India,9845.0,51.0,12761,1
1043.0,17,Electronics,India,7798.0,319.0,12988,0
2508.0,2,Grocery,India,8540.0,434.0,6549,0
956.0,10,Travel,India,136.0,18.0,12219,0
706.0,6,Electronics,India,4253.0,261.0,17372,0
834.0,23,Medical,India,7189.0,111.0,18791,0
2556.0,5,Grocery,India,9159.0,546.0,15564,0
234.0,13,Restaurant,USA,7793.0,,2008,0
1552.0,5,Medical,India,8212.0,231.0,19391,0
1304.0,20,Electronics,India,6155.0,710.0,16170,0
1739.0,19,Online,India,7576.0,,13794,0
6402.0,15,Restaurant,India,9868.0,639.0,19128,0
225.0,18,Online,India,3898.0,646.0,16008,0
1558.0,15,Travel,Dubai,1338.0,301.0,17792,1
9964.0,7,Electronics,India,4851.0,518.0,4019,0
2091.0,8,Medical,India,6903.0,560.0,9681,0
4957.0,0,Travel,India,511.0,351.0,4725,0
30.0,19,Travel,India,7916.0,344.0,2836,1
4836.0,2,Online,India,4826.0,666.0,7675,0
931.0,3,Restaurant,Other,9218.0,39.0,9950,0
973.0,3,Travel,Dubai,751.0,576.0,13948,0
232.0,17,Medical,Singapore,8470.0,349.0,13563,0
306.0,12,Grocery,USA,6850.0,296.0,14175,0
1856.0,1,Fuel,India,6883.0,539.0,10521,0
12087.383762241903,21,Online,India,1839.0,150.0,19326,0
15316.0,5,Medical,India,3968.0,445.0,3292,0
277.0,1,Grocery,India,66.0,653.0,12265,0
3613.0,1,Online,India,1137.0,,14876,0
2963.0,9,Online,India,289.0,563.0,1815,0
3323.0,13,Fuel,India,9734.0,165.0,10549,0
2514.0,16,Electronics,Other,7854.0,107.0,982,0
3606.0,3,Travel,Singapore,153.0,652.0,10160,1
498.0,9,Fuel,India,7436.0,688.0,5664,0
5304.0,18,Online,India,1485.0,194.0,12681,0
13.0,22,Electronics,India,9271.0,702.0,6489,0
3176.0,6,Online,India,1882.0,482.0,18427,0
1609.0,11,Online,USA,3269.0,356.0,8297,1
1375.0,13,Grocery,India,4472.0,232.0,7409,1
489.0,23,Travel,India,3040.0,,19987,0
5835.599112796785,1,Electronics,India,1022.0,202.0,7804,0
2833.0,13,Travel,India,5539.0,711.0,19690,0
5402.0,21,Online,Dubai,7590.0,599.0,19398,0
675.0,7,Online,India,49.0,482.0,3117,0
5268.0,6,Travel,India,2037.0,204.0,8538,0
2150.0,11,Fuel,India,2822.0,,2462,0
1370.0,8,Grocery,India,1924.0,613.0,13215,0
4043.0,15,Grocery,India,3110.0,295.0,5707,0
1546.0,9,Travel,India,8937.0,249.0,12109,0
6506.0,15,Restaurant,Dubai,5836.0,412.0,1114,1
361.0,1,Fuel,USA,1739.0,220.0,7234,1
143.0,5,Fuel,Singapore,9244.0,175.0,6205,0
6795.0,2,Electronics,India,3770.0,701.0,1340,0
4233.0,9,Restaurant,India,1277.0,396.0,12245,0
2862.0,11,Restaurant,Singapore,6477.0,101.0,10402,0
1208.0,19,Online,India,1058.0,582.0,4997,0
1296.0,16,Travel,UK,2221.0,,19554,0
2341.0,0,Fuel,India,3171.0,253.0,17755,0
3883.0,4,Travel,India,8550.0,,6925,0
2847.0,23,Fuel,India,6219.0,621.0,9417,0
1212.0,15,Online,Dubai,9301.0,550.0,539,0
8723.0,0,Medical,India,1383.0,340.0,1722,1
3264.0,23,Restaurant,India,5258.0,586.0,16364,0
555.0,14,Online,India,4768.0,451.0,8114,0
2039.0,9,Grocery,India,945.0,,7299,0
4156.0,23,Grocery,India,244.0,230.0,4973,0
314.0,21,Travel,India,2443.0,353.0,13446,0
1951.0,22,Online,USA,541.0,264.0,3567,0
2698.0,11,Online,India,4430.0,319.0,2275,1
1401.0,2,Medical,USA,6629.0,454.0,8021,1
2161.0,13,Travel,Dubai,1415.0,285.0,9137,0
1449.0,0,Restaurant,USA,6636.0,271.0,18418,0
96.0,17,Online,India,7882.0,394.0,16961,0
3061.0,17,Restaurant,India,,629.0,12040,0
5805.0,19,Travel,India,4365.0,323.0,9786,0
2138.0,17,Medical,India,1506.0,386.0,12696,0
2447.0,16,Medical,Other,7253.0,420.0,13828,0
898.0,2,Medical,India,1217.0,313.0,11566,0
1556.0,2,Fuel,India,5965.0,699.0,8702,0
4532.0,23,Electronics,India,4671.0,100.0,19554,0
2442.0,22,Online,India,2786.0,395.0,1588,0
2201.0,7,Online,India,5720.0,247.0,13054,0
7805.0,3,Grocery,India,16.0,171.0,6390,0
2471.0,16,Grocery,India,8880.0,642.0,3018,0
664.0,20,Medical,Dubai,27.0,,19976,0
769.0,14,Travel,India,3918.0,229.0,18478,0
1627.0,0,Fuel,UK,3935.0,620.0,6392,0
986.0,12,Travel,India,3974.0,125.0,15989,0
3639.0,7,Electronics,Singapore,2098.0,610.0,7970,0
1401.0,2,Medical,USA,6629.0,454.0,8021,1
1124.0,14,Grocery,India,9262.0,354.0,17965,1
2360.0,1,Restaurant,UK,86.0,372.0,6484,0
2216.0,11,Online,India,9031.0,213.0,15939,0
511.0,19,Medical,India,1792.0,106.0,15982,0
9800.0,1,Medical,India,6799.0,,15676,1
700.0,23,Travel,India,3940.0,328.0,2263,0
952.0,6,Restaurant,India,682.0,507.0,1350,0
1709.0,16,Fuel,India,1033.0,588.0,16553,0
2176.0,18,Restaurant,India,4868.0,467.0,2855,0
97.0,11,Electronics,Dubai,599.0,558.0,13934,0
1402.0,12,Restaurant,Singapore,5742.0,14.0,17438,0
744.0,9,Restaurant,India,8584.0,592.0,11096,0
1195.0,16,Travel,India,4495.0,175.0,13709,0
1648.0,21,Grocery,UK,5918.0,514.0,13510,0
2139.0,1,Travel,India,1079.0,231.0,3568,0
275.0,13,Restaurant,India,7599.0,308.0,2136,0
3496.0,10,Online,India,8385.0,600.0,1607,0
3065.0,11,Online,India,3331.0,287.0,13139,0
304.0,3,Online,India,9764.0,82.0,17994,0
7635.0,16,Medical,India,8086.0,617.0,13761,0
3899.0,19,Fuel,Dubai,5645.0,679.0,8799,0
994.0,17,Fuel,India,4876.0,85.0,13628,0
1804.0,6,Fuel,Dubai,7745.0,320.0,11864,0
143.0,21,Grocery,Singapore,1528.0,28.0,15699,0
1485.0,2,Grocery,Dubai,5673.0,419.0,998,0
414.0,10,Electronics,India,3122.0,712.0,18944,0
3143.0,5,Electronics,India,9538.0,160.0,19693,0
79.0,22,Restaurant,UK,9786.0,124.0,14173,0
7439.0,5,Online,India,8738.0,328.0,6797,0
487.0,18,Online,USA,8557.0,275.0,17228,0
6064.0,1,Travel,Other,8140.0,603.0,3772,0
3137.0,0,Electronics,India,4059.0,600.0,14488,0
219.0,3,Travel,India,3572.0,508.0,12065,0
3947.0,17,Medical,India,2648.0,2.0,795,1
64.0,0,Fuel,India,2230.0,65.0,1467,0
1108.0,20,Restaurant,Singapore,6244.0,435.0,10566,0
996.0,18,Electronics,India,3180.0,257.0,18866,0
670.0,11,Restaurant,India,7394.0,189.0,17294,1
794.0,5,Online,Singapore,6281.0,321.0,9945,0
15403.16009147809,23,Electronics,India,7376.0,261.0,708,1
443.0,6,Fuel,Dubai,4790.0,290.0,4093,0
257.0,13,Fuel,India,5552.0,513.0,658,0
1553.0,14,Medical,India,6749.0,67.0,16957,0
116.0,18,Travel,India,9419.0,623.0,3076,0
1980.0,22,Restaurant,India,560.0,228.0,7004,0
61.0,1,Online,India,4614.0,332.0,19559,0
892.0,22,Restaurant,UK,5498.0,74.0,18358,0
1927.0,21,Fuel,India,2181.0,222.0,7342,0
1057.0,22,Online,India,203.0,215.0,8639,0
1115.0,2,Grocery,India,913.0,19.0,10209,0
2226.0,15,Medical,India,3430.0,652.0,14243,1
3099.0,17,Electronics,India,6387.0,222.0,19097,1
1353.0,4,Grocery,India,2151.0,719.0,835,0
158.0,14,Travel,India,6611.0,663.0,9224,0
7896.0,20,Online,India,834.0,1.0,6030,1
715.0,20,Medical,Singapore,417.0,375.0,12134,0
2673.0,23,Grocery,India,6433.0,474.0,1526,0
1029.6630634126018,16,Fuel,India,6249.0,488.0,3046,0
1696.0,16,Travel,India,7357.0,16.0,19019,1
3514.0,14,Medical,India,398.0,656.0,7276,0
7712.0,13,Grocery,India,7493.0,1.0,544,1
279.0,2,Travel,India,8007.0,208.0,4043,0
886.0,18,Medical,India,5326.0,134.0,3711,0
2893.0,10,Grocery,India,5106.0,552.0,2140,0
2769.0,20,Travel,Dubai,3943.0,13.0,685,0
183.0,10,Restaurant,India,8356.0,320.0,17369,0
2179.0,20,Travel,India,7070.0,467.0,5212,0
633.0,12,Medical,India,5346.0,108.0,14994,0
930.0,18,Fuel,Dubai,4120.0,455.0,2773,0
781.0,13,Travel,India,1972.0,408.0,6778,0
2431.0,14,Medical,India,8114.0,347.0,3401,0
110.0,23,Electronics,India,4472.0,328.0,11080,0
1936.0,2,Travel,India,1877.0,168.0,4992,0
7140.0,17,Electronics,India,3837.0,236.0,15323,0
87.0,11,Travel,India,400.0,696.0,15199,0
3392.0,23,Restaurant,Other,6669.0,586.0,7629,0
337.0,1,Travel,USA,4369.0,484.0,2308,0
121.0,7,Grocery,Dubai,9498.0,568.0,8615,0
1294.0,6,Travel,Other,4748.0,598.0,8576,0
1580.0,6,Fuel,India,7438.0,381.0,2443,0
1764.0,4,Online,USA,8828.0,255.0,5431,0
1367.0,18,Fuel,India,7585.0,,4081,0
1391.0,20,Online,India,6750.0,672.0,13439,0
563.0,0,Electronics,Other,5427.0,69.0,8956,0
125.0,3,Restaurant,India,8105.0,379.0,6416,0
2927.0,9,Online,Singapore,4031.0,44.0,1132,1
3251.0,8,Medical,India,1718.0,332.0,3629,0
1664.0,14,Restaurant,Singapore,7892.0,29.0,13117,0
1280.0,18,Medical,Singapore,9909.0,104.0,16911,0
6506.0,15,Restaurant,Dubai,5836.0,412.0,1114,1
3087.0,0,Fuel,India,994.0,167.0,14085,0
2393.0,17,Travel,India,525.0,719.0,11148,1
106.0,19,Medical,India,4385.0,15.0,7651,0
940.0,17,Restaurant,India,3549.0,250.0,9978,0
3203.0,9,Restaurant,India,4664.0,278.0,13166,0
280.0,17,Online,India,8206.0,469.0,12504,0
1293.0,2,Restaurant,India,8495.0,226.0,10992,0
991.0,6,Electronics,Singapore,6079.0,83.0,14393,0
180.0,6,Online,India,4231.0,657.0,2279,0
5227.0,20,Fuel,India,1387.0,352.0,11390,0
3099.0,17,Electronics,India,6387.0,222.0,19097,1
