customer_id,annual_spend_inr,txn_frequency_per_year,avg_order_value_inr,days_since_last_purchase,customer_age,loyalty_score,city,city_tier,gender,payment_method,customer_segment
CUST03259,85103,50,2516,1,29,99.6,Pune,2,M,COD,Premium loyalists
CUST03260,27536,18,1604,36,47,64.8,Delhi,1,F,Wallet,Regular shoppers
CUST03261,22533,17,2216,19,30,61.7,Mumbai,1,F,Net Banking,Regular shoppers
CUST03262,10567,9,873,102,43,33.0,Ahmedabad,2,F,UPI,Occasional buyers
CUST03263,17413,19,310,13,32,40.1,Bengaluru,1,F,Credit Card,Bargain hunters
CUST03264,20377,36,504,26,29,35.2,Delhi,1,F,Credit Card,Bargain hunters
CUST03265,32906,32,1927,16,48,95.6,Kolkata,2,M,Net Banking,Premium loyalists
CUST03266,23629,81,13612,153,70,5.3,Hyderabad,2,F,COD,Noise
CUST03267,43239,8,7074,62,47,61.7,Jaipur,3,F,Credit Card,High-value infrequent
CUST03268,22576,32,686,27,26,55.3,Mumbai,1,F,Wallet,Bargain hunters
CUST03269,32222,26,1415,16,20,72.2,Jaipur,3,M,UPI,Regular shoppers
CUST03270,187410,97,18148,228,65,85.1,Chennai,2,M,UPI,Noise
CUST03271,12144,47,633,37,29,64.5,Lucknow,3,M,Credit Card,Bargain hunters
CUST03272,8133,6,1570,33,71,27.1,Hyderabad,2,M,Credit Card,Occasional buyers
CUST03273,96649,44,1647,11,27,97.7,Delhi,1,F,UPI,Premium loyalists
CUST03274,19642,24,567,21,19,57.2,Lucknow,3,F,Debit Card,Bargain hunters
CUST03275,29710,30,568,21,18,50.4,Mumbai,1,F,Net Banking,Bargain hunters
CUST03276,40937,8,12690,32,34,65.2,Pune,2,F,Credit Card,High-value infrequent
CUST03277,80783,42,1527,12,39,84.3,Hyderabad,2,F,Net Banking,Premium loyalists
CUST03278,18042,35,521,7,20,49.3,Ahmedabad,2,M,UPI,Young explorers
CUST03279,19476,34,568,10,32,57.9,Bengaluru,1,F,Net Banking,Bargain hunters
CUST03280,16755,34,633,17,24,49.2,Delhi,1,M,Wallet,Bargain hunters
CUST03281,91163,37,2356,10,42,93.7,Jaipur,3,F,UPI,Premium loyalists
CUST03282,94505,38,2007,13,32,100,Ahmedabad,2,F,Net Banking,Premium loyalists
CUST03283,22834,13,1666,46,40,64.4,Chennai,2,M,COD,Regular shoppers
CUST03284,70551,34,2329,12,28,88.0,Jaipur,3,F,Net Banking,Premium loyalists
CUST03285,60857,47,1598,15,27,97.8,Jaipur,3,M,Credit Card,Premium loyalists
CUST03286,26017,26,1367,18,39,47.9,Chennai,2,M,Debit Card,Regular shoppers
CUST03287,80975,2,12233,37,38,54.1,Delhi,1,M,UPI,High-value infrequent
CUST03288,89278,10,8163,43,50,51.1,Delhi,1,M,COD,High-value infrequent
CUST03289,16828,42,469,10,24,77.3,Kolkata,2,M,Credit Card,Young explorers
CUST03290,40728,17,1431,6,22,66.8,Kolkata,2,M,Credit Card,Regular shoppers
CUST03291,19445,37,607,11,21,42.8,Hyderabad,2,M,UPI,Bargain hunters
CUST03292,29148,16,1077,28,27,58.8,Chennai,2,M,Credit Card,Regular shoppers
CUST03293,15422,34,754,6,23,72.6,Chennai,2,M,Debit Card,Young explorers
CUST03294,97170,45,1399,28,41,96.8,Ahmedabad,2,F,Credit Card,Premium loyalists
CUST03295,18853,24,399,21,20,44.2,Pune,2,M,Credit Card,Bargain hunters
CUST03296,94882,5,6490,29,46,64.9,Mumbai,1,F,UPI,High-value infrequent
CUST03297,7674,12,1567,70,48,39.5,Pune,2,M,COD,Occasional buyers
CUST03298,87109,5,6897,43,51,62.9,Jaipur,3,M,COD,High-value infrequent
CUST03299,42908,25,1629,23,33,70.7,Chennai,2,M,Net Banking,Regular shoppers
CUST03300,13549,18,539,10,25,20.8,Pune,2,F,Wallet,Bargain hunters
CUST03301,78881,29,3030,16,42,81.4,Hyderabad,2,F,Net Banking,Premium loyalists
CUST03302,71869,44,2326,11,34,90.3,Pune,2,F,Credit Card,Premium loyalists
CUST03303,18198,39,542,3,24,80.4,Kolkata,2,M,Credit Card,Young explorers
CUST03304,23660,30,566,13,23,30.7,Hyderabad,2,M,Credit Card,Bargain hunters
CUST03305,20035,28,446,28,24,33.0,Lucknow,3,F,UPI,Bargain hunters
CUST03306,62979,6,6714,49,45,69.0,Delhi,1,F,COD,High-value infrequent
CUST03307,25122,17,1131,18,18,62.7,Ahmedabad,2,M,Wallet,Regular shoppers
CUST03308,23915,34,471,32,28,56.8,Bengaluru,1,F,Net Banking,Bargain hunters
CUST03309,3355,2,933,78,39,38.5,Chennai,2,M,COD,Occasional buyers
CUST03310,26786,39,496,22,24,49.8,Lucknow,3,M,Net Banking,Bargain hunters
CUST03311,22741,33,1885,23,43,57.1,Chennai,2,F,UPI,Regular shoppers
CUST03312,88117,39,1939,5,42,100,Hyderabad,2,M,COD,Premium loyalists
CUST03313,10181,5,1695,52,43,36.0,Hyderabad,2,M,Credit Card,Occasional buyers
CUST03314,23373,35,407,2,18,51.4,Chennai,2,M,Credit Card,Bargain hunters
CUST03315,10760,32,574,15,43,43.8,Bengaluru,1,F,Net Banking,Bargain hunters
CUST03316,5368,12,1632,60,64,59.4,Chennai,2,M,Debit Card,Occasional buyers
CUST03317,29898,19,1585,14,26,59.6,Hyderabad,2,F,UPI,Regular shoppers
CUST03318,16111,44,351,20,22,49.6,Mumbai,1,F,UPI,Bargain hunters
CUST03319,13655,45,645,15,18,40.4,Bengaluru,1,F,UPI,Bargain hunters
CUST03320,31570,16,1555,37,39,66.4,Mumbai,1,F,COD,Regular shoppers
CUST03321,25383,20,425,1,18,35.1,Jaipur,3,F,Net Banking,Bargain hunters
CUST03322,37398,8,6823,52,38,47.9,Hyderabad,2,M,Credit Card,High-value infrequent
CUST03323,22784,40,447,10,23,27.1,Lucknow,3,F,Credit Card,Bargain hunters
CUST03324,68867,42,1490,16,38,82.6,Mumbai,1,F,Debit Card,Premium loyalists
CUST03325,13501,1,1385,81,59,36.3,Jaipur,3,M,Wallet,Occasional buyers
CUST03326,15056,38,498,31,25,38.0,Hyderabad,2,M,Debit Card,Bargain hunters
CUST03327,11503,29,411,14,20,57.4,Ahmedabad,2,F,Debit Card,Young explorers
CUST03328,10463,5,1559,27,49,45.2,Ahmedabad,2,M,COD,Occasional buyers
CUST03329,34253,18,2022,51,36,65.1,Jaipur,3,F,Net Banking,Regular shoppers
CUST03330,9859,2,936,72,33,35.5,Jaipur,3,F,Credit Card,Occasional buyers
CUST03331,91332,9,7547,67,35,67.4,Lucknow,3,F,COD,High-value infrequent
CUST03332,33536,36,13937,173,23,73.8,Pune,2,F,UPI,Noise
CUST03333,22760,45,542,42,26,42.4,Kolkata,2,M,Wallet,Bargain hunters
CUST03334,28755,36,581,7,30,40.9,Kolkata,2,M,Debit Card,Bargain hunters
CUST03335,27959,27,2316,48,41,73.4,Chennai,2,M,UPI,Regular shoppers
CUST03336,93471,35,2119,4,32,90.9,Kolkata,2,M,Credit Card,Premium loyalists
CUST03337,9465,13,1360,75,68,44.7,Pune,2,M,Wallet,Occasional buyers
CUST03338,12085,2,1302,45,47,47.5,Kolkata,2,F,COD,Occasional buyers
CUST03339,136998,86,11340,1,59,87.8,Ahmedabad,2,F,COD,Noise
CUST03340,16391,38,604,19,23,53.0,Hyderabad,2,M,COD,Bargain hunters
CUST03341,27548,29,432,20,27,33.4,Lucknow,3,F,Debit Card,Bargain hunters
CUST03342,85929,51,2180,24,31,89.6,Lucknow,3,F,Credit Card,Premium loyalists
CUST03343,13910,5,1457,42,41,44.7,Ahmedabad,2,F,COD,Occasional buyers
CUST03344,111181,26,1770,17,33,91.4,Hyderabad,2,M,COD,Premium loyalists
CUST03345,51422,7,5363,48,49,46.9,Lucknow,3,M,Credit Card,High-value infrequent
CUST03346,26961,45,488,9,39,61.2,Mumbai,1,M,Net Banking,Bargain hunters
CUST03347,37267,32,1778,19,32,48.1,Chennai,2,F,Wallet,Regular shoppers
CUST03348,53663,9,14117,58,62,57.4,Chennai,2,F,Net Banking,High-value infrequent
CUST03349,26880,19,1722,36,37,48.0,Chennai,2,F,UPI,Regular shoppers
CUST03350,77984,29,2038,22,34,90.1,Hyderabad,2,M,Net Banking,Premium loyalists
CUST03351,18513,19,1821,5,31,78.4,Chennai,2,M,UPI,Regular shoppers
CUST03352,106611,5,7090,23,49,54.6,Mumbai,1,M,Credit Card,High-value infrequent
CUST03353,97141,53,2066,21,28,94.9,Chennai,2,M,COD,Premium loyalists
CUST03354,66763,8,7219,40,53,59.1,Kolkata,2,F,Debit Card,High-value infrequent
CUST03355,81216,18,2494,13,42,93.6,Lucknow,3,M,UPI,Premium loyalists
CUST03356,56587,45,2609,14,47,95.2,Ahmedabad,2,F,Credit Card,Premium loyalists
CUST03357,73204,56,2757,24,38,89.4,Delhi,1,M,Credit Card,Premium loyalists
CUST03358,27885,57,454,22,36,69.3,Jaipur,3,F,Debit Card,Bargain hunters
CUST03359,10116,8,1558,76,37,28.3,Bengaluru,1,F,UPI,Occasional buyers
CUST03360,14181,31,441,18,18,41.6,Jaipur,3,M,COD,Bargain hunters
CUST03361,27369,9,1937,8,44,73.4,Bengaluru,1,M,Wallet,Regular shoppers
CUST03362,16901,35,290,9,18,60.3,Ahmedabad,2,F,UPI,Young explorers
CUST03363,32813,25,2229,13,36,80.9,Hyderabad,2,F,UPI,Regular shoppers
CUST03364,31635,23,1512,28,40,93.2,Mumbai,1,M,COD,Regular shoppers
CUST03365,27061,22,2029,10,35,64.9,Hyderabad,2,F,UPI,Regular shoppers
CUST03366,49357,23,1157,23,26,47.9,Ahmedabad,2,M,Credit Card,Regular shoppers
CUST03367,58181,7,9562,43,58,49.6,Hyderabad,2,F,UPI,High-value infrequent
CUST03368,135996,67,14831,175,45,84.0,Hyderabad,2,F,Net Banking,Noise
CUST03369,72136,58,2873,3,35,83.5,Chennai,2,F,Wallet,Premium loyalists
CUST03370,67890,6,10001,54,50,52.6,Kolkata,2,F,Credit Card,High-value infrequent
CUST03371,39851,28,1492,33,46,96.8,Kolkata,2,F,Debit Card,Regular shoppers
CUST03372,15096,8,1386,30,63,20.0,Kolkata,2,F,UPI,Occasional buyers
CUST03373,86296,47,2301,12,38,98.9,Bengaluru,1,M,Credit Card,Premium loyalists
CUST03374,6984,12,1353,63,41,31.2,Pune,2,M,UPI,Occasional buyers
CUST03375,36333,20,1780,19,24,72.4,Bengaluru,1,F,Credit Card,Regular shoppers
CUST03376,17809,31,658,1,24,64.8,Lucknow,3,M,COD,Young explorers
CUST03377,54562,4,8772,28,40,41.8,Hyderabad,2,F,COD,High-value infrequent
CUST03378,15446,17,236,7,21,80.7,Hyderabad,2,M,COD,Young explorers
CUST03379,39699,26,1580,26,31,72.7,Lucknow,3,F,COD,Regular shoppers
CUST03380,56530,3,5379,55,53,67.9,Jaipur,3,F,UPI,High-value infrequent
CUST03381,30025,30,394,29,26,56.6,Pune,2,M,Wallet,Bargain hunters
CUST03382,41807,20,1851,13,18,66.4,Jaipur,3,M,Net Banking,Regular shoppers
CUST03383,11265,6,1270,81,35,36.1,Ahmedabad,2,F,Debit Card,Occasional buyers
CUST03384,29410,7,9644,45,48,48.0,Pune,2,F,Wallet,High-value infrequent
CUST03385,9958,6,2196,48,38,47.1,Delhi,1,F,Net Banking,Occasional buyers
CUST03386,10819,21,1468,47,25,69.6,Delhi,1,M,Debit Card,Regular shoppers
CUST03387,20271,23,1372,50,25,76.4,Mumbai,1,F,Credit Card,Regular shoppers
CUST03388,17570,24,1006,16,39,73.4,Chennai,2,M,Net Banking,Regular shoppers
CUST03389,12701,48,620,32,32,48.2,Delhi,1,F,COD,Bargain hunters
CUST03390,83236,42,2126,17,30,90.8,Bengaluru,1,M,Net Banking,Premium loyalists
CUST03391,12248,7,1170,90,36,37.8,Lucknow,3,F,Credit Card,Occasional buyers
CUST03392,12768,28,705,11,23,91.9,Lucknow,3,F,Debit Card,Young explorers
CUST03393,8118,2,1394,73,37,45.7,Delhi,1,M,Debit Card,Occasional buyers
CUST03394,13134,39,544,16,18,67.8,Chennai,2,F,UPI,Bargain hunters
CUST03395,10941,22,620,7,23,61.5,Lucknow,3,M,COD,Young explorers
CUST03396,18924,45,391,30,22,42.7,Bengaluru,1,M,Wallet,Bargain hunters
CUST03397,25661,20,1254,17,34,59.4,Bengaluru,1,M,Credit Card,Regular shoppers
CUST03398,39818,18,1603,1,18,61.7,Hyderabad,2,M,UPI,Regular shoppers
CUST03399,12446,3,1293,57,57,48.8,Lucknow,3,F,Net Banking,Occasional buyers
CUST03400,81696,43,2393,38,29,85.0,Bengaluru,1,F,COD,Premium loyalists
CUST03401,29216,3,11216,57,34,52.2,Pune,2,M,Credit Card,High-value infrequent
CUST03402,39118,19,1121,29,18,61.6,Bengaluru,1,F,Wallet,Regular shoppers
CUST03403,37069,16,1751,30,39,64.6,Lucknow,3,F,COD,Regular shoppers
CUST03404,43220,29,1356,27,41,73.3,Pune,2,M,Credit Card,Regular shoppers
CUST03405,22034,20,1559,29,35,73.1,Hyderabad,2,M,UPI,Regular shoppers
CUST03406,22567,20,347,10,27,89.4,Lucknow,3,F,COD,Young explorers
CUST03407,20018,26,485,27,23,37.9,Delhi,1,F,UPI,Bargain hunters
CUST03408,77786,44,2130,14,51,83.1,Lucknow,3,F,Net Banking,Premium loyalists
CUST03409,16887,30,291,26,18,49.7,Kolkata,2,F,Net Banking,Bargain hunters
CUST03410,95678,40,1154,13,41,90.8,Ahmedabad,2,F,Credit Card,Premium loyalists
CUST03411,15561,33,495,15,30,49.9,Pune,2,F,Wallet,Bargain hunters
CUST03412,86598,10,18786,85,55,49.8,Pune,2,F,COD,Noise
CUST03413,16374,19,472,8,23,71.6,Lucknow,3,M,Wallet,Young explorers
CUST03414,20294,42,545,2,26,29.4,Mumbai,1,F,Credit Card,Bargain hunters
CUST03415,36114,17,1801,11,31,69.7,Hyderabad,2,F,Credit Card,Regular shoppers
CUST03416,9126,5,1180,46,47,49.1,Chennai,2,M,Net Banking,Occasional buyers
CUST03417,10581,38,505,28,24,46.3,Bengaluru,1,M,Wallet,Bargain hunters
CUST03418,30004,22,1684,37,50,76.5,Pune,2,M,Credit Card,Regular shoppers
CUST03419,35615,12,1261,11,20,64.1,Jaipur,3,F,COD,Regular shoppers
CUST03420,22615,42,668,7,20,26.2,Bengaluru,1,F,Credit Card,Bargain hunters
CUST03421,37615,12,1874,37,31,64.3,Bengaluru,1,M,UPI,Regular shoppers
CUST03422,10460,1,2062,43,45,19.5,Hyderabad,2,F,Net Banking,Occasional buyers
CUST03423,29056,26,1762,36,43,64.7,Kolkata,2,M,Wallet,Regular shoppers
CUST03424,9963,9,943,72,46,41.9,Kolkata,2,F,Debit Card,Occasional buyers
CUST03425,5091,9,620,83,50,41.0,Lucknow,3,F,Net Banking,Occasional buyers
CUST03426,98419,6,12244,51,50,55.0,Bengaluru,1,M,UPI,High-value infrequent
CUST03427,19754,33,662,7,18,38.3,Mumbai,1,F,Credit Card,Bargain hunters
CUST03428,28180,22,1359,11,24,68.0,Kolkata,2,M,UPI,Regular shoppers
CUST03429,31381,19,1333,30,28,49.2,Lucknow,3,F,UPI,Regular shoppers
CUST03430,16989,22,676,1,34,38.0,Pune,2,M,UPI,Bargain hunters
CUST03431,21872,48,558,11,18,62.1,Kolkata,2,F,Debit Card,Bargain hunters
CUST03432,19551,53,420,14,32,35.2,Kolkata,2,M,UPI,Bargain hunters
CUST03433,14628,34,493,30,31,54.7,Hyderabad,2,F,Debit Card,Bargain hunters
CUST03434,123158,57,12744,120,28,79.3,Bengaluru,1,F,UPI,Noise
CUST03435,23930,44,701,17,25,28.4,Jaipur,3,F,Wallet,Bargain hunters
CUST03436,11510,1,1422,41,49,30.2,Hyderabad,2,M,Debit Card,Occasional buyers
CUST03437,77507,7,8963,51,53,50.5,Bengaluru,1,F,Net Banking,High-value infrequent
CUST03438,29199,14,2521,31,28,45.1,Bengaluru,1,F,Wallet,Regular shoppers
CUST03439,91201,47,2322,21,45,96.2,Delhi,1,F,Wallet,Premium loyalists
CUST03440,21876,19,1352,22,29,68.0,Mumbai,1,F,Credit Card,Regular shoppers
CUST03441,101311,5,6849,41,58,48.4,Bengaluru,1,M,Net Banking,High-value infrequent
CUST03442,22254,29,444,15,34,32.0,Chennai,2,M,Wallet,Bargain hunters
CUST03443,43671,17,2231,27,35,65.2,Pune,2,M,Net Banking,Regular shoppers
CUST03444,19113,42,455,24,18,73.8,Lucknow,3,M,Wallet,Bargain hunters
CUST03445,2826,3,1385,72,32,23.8,Hyderabad,2,M,COD,Occasional buyers
CUST03446,11451,42,510,8,32,58.7,Jaipur,3,F,Wallet,Bargain hunters
CUST03447,85277,48,2345,8,42,95.1,Hyderabad,2,F,COD,Premium loyalists
CUST03448,34516,31,11978,271,31,38.8,Bengaluru,1,M,Credit Card,Noise
CUST03449,34875,16,1021,13,28,72.6,Jaipur,3,M,Credit Card,Regular shoppers
CUST03450,11384,7,1220,42,48,16.6,Delhi,1,M,Net Banking,Occasional buyers
CUST03451,47043,18,1152,30,33,64.3,Bengaluru,1,F,Net Banking,Regular shoppers
CUST03452,120336,54,2106,7,47,97.1,Ahmedabad,2,F,UPI,Premium loyalists
CUST03453,83611,6,10127,54,68,42.4,Mumbai,1,M,UPI,High-value infrequent
CUST03454,10974,36,609,9,30,66.6,Pune,2,F,Wallet,Bargain hunters
CUST03455,9495,6,1196,32,51,21.9,Mumbai,1,F,COD,Occasional buyers
CUST03456,84462,42,1980,23,46,89.3,Hyderabad,2,F,COD,Premium loyalists
CUST03457,77926,37,2579,6,44,89.5,Jaipur,3,M,Credit Card,Premium loyalists
CUST03458,70408,30,1944,7,28,92.8,Bengaluru,1,F,Debit Card,Premium loyalists
CUST03459,17857,34,778,1,21,65.6,Jaipur,3,M,Net Banking,Young explorers
CUST03460,27396,22,1242,56,30,53.5,Bengaluru,1,M,Wallet,Regular shoppers
CUST03461,58528,28,2177,1,32,87.6,Bengaluru,1,F,COD,Premium loyalists
CUST03462,51565,99,11032,334,39,31.8,Mumbai,1,M,Credit Card,Noise
CUST03463,20349,31,464,24,28,26.8,Chennai,2,M,Credit Card,Bargain hunters
CUST03464,16450,29,1892,26,51,67.8,Delhi,1,M,COD,Regular shoppers
CUST03465,35529,25,1261,32,18,58.7,Hyderabad,2,M,Net Banking,Regular shoppers
CUST03466,71330,18,3474,219,27,75.4,Delhi,1,M,COD,Noise
CUST03467,42724,2,12296,44,54,72.4,Lucknow,3,F,Net Banking,High-value infrequent
CUST03468,21020,40,657,12,20,84.8,Bengaluru,1,M,Debit Card,Young explorers
CUST03469,26881,21,1720,36,41,70.9,Delhi,1,F,COD,Regular shoppers
CUST03470,10312,6,1913,53,53,45.3,Mumbai,1,F,UPI,Occasional buyers
CUST03471,29759,15,1586,17,18,58.9,Pune,2,F,Credit Card,Regular shoppers
CUST03472,82039,39,2353,18,49,94.3,Jaipur,3,F,Net Banking,Premium loyalists
CUST03473,21283,20,574,23,19,66.5,Lucknow,3,M,Debit Card,Bargain hunters
CUST03474,80120,39,2148,20,45,87.4,Jaipur,3,F,COD,Premium loyalists
CUST03475,20382,43,707,11,23,45.7,Bengaluru,1,M,Credit Card,Bargain hunters
CUST03476,73182,5,10974,39,46,60.6,Pune,2,F,Debit Card,High-value infrequent
CUST03477,93752,28,1689,18,45,100,Lucknow,3,F,Wallet,Premium loyalists
CUST03478,6364,9,810,46,60,21.2,Pune,2,M,Net Banking,Occasional buyers
CUST03479,22446,19,1660,33,33,49.3,Ahmedabad,2,M,Credit Card,Regular shoppers
CUST03480,10484,16,454,15,23,79.6,Hyderabad,2,M,COD,Young explorers
CUST03481,81042,7,6208,35,46,63.9,Jaipur,3,M,COD,High-value infrequent
CUST03482,117961,33,2825,16,40,91.1,Kolkata,2,M,COD,Premium loyalists
CUST03483,70309,8,7174,49,45,77.1,Pune,2,M,Credit Card,High-value infrequent
CUST03484,18879,54,495,16,24,50.3,Pune,2,F,Debit Card,Bargain hunters
CUST03485,20828,12,1883,8,20,77.1,Jaipur,3,M,Wallet,Regular shoppers
CUST03486,11180,34,394,11,21,73.2,Chennai,2,M,Wallet,Young explorers
CUST03487,6740,4,1479,58,67,34.8,Mumbai,1,M,Net Banking,Occasional buyers
CUST03488,164225,34,16405,337,51,3.4,Jaipur,3,M,COD,Noise
CUST03489,8037,2,1277,71,35,39.6,Jaipur,3,F,Credit Card,Occasional buyers
CUST03490,95076,4,10481,31,44,75.4,Bengaluru,1,M,UPI,High-value infrequent
CUST03491,13299,24,1340,24,32,67.4,Mumbai,1,M,Credit Card,Regular shoppers
CUST03492,85458,42,2230,20,28,94.6,Pune,2,F,COD,Premium loyalists
CUST03493,5004,5,783,91,52,19.7,Jaipur,3,F,Wallet,Occasional buyers
CUST03494,73453,50,1945,15,40,91.1,Ahmedabad,2,M,Credit Card,Premium loyalists
CUST03495,88612,47,2743,4,44,85.9,Hyderabad,2,M,UPI,Premium loyalists
CUST03496,14047,31,516,11,23,51.1,Hyderabad,2,M,Wallet,Young explorers
CUST03497,10316,3,1251,78,50,45.6,Delhi,1,M,UPI,Occasional buyers
CUST03498,32768,19,1746,35,42,68.2,Hyderabad,2,F,Credit Card,Regular shoppers
CUST03499,10960,31,428,6,25,65.3,Ahmedabad,2,F,Wallet,Young explorers
CUST03500,38502,18,1766,26,19,61.0,Ahmedabad,2,M,COD,Regular shoppers
CUST03501,11090,5,1944,42,49,46.2,Chennai,2,M,Wallet,Occasional buyers
CUST03502,6461,7,780,47,63,9.5,Delhi,1,M,Debit Card,Occasional buyers
CUST03503,9441,9,2090,52,42,34.7,Ahmedabad,2,M,UPI,Occasional buyers
CUST03504,22704,29,350,8,26,49.2,Jaipur,3,F,Wallet,Bargain hunters
CUST03505,100310,41,2335,1,34,87.8,Bengaluru,1,F,COD,Premium loyalists
CUST03506,28099,16,1362,24,41,63.4,Chennai,2,F,Net Banking,Regular shoppers
CUST03507,32640,22,1653,28,31,53.7,Hyderabad,2,M,COD,Regular shoppers
CUST03508,58093,51,1703,3,30,85.2,Bengaluru,1,M,Wallet,Premium loyalists
CUST03509,37514,18,1505,26,22,69.5,Chennai,2,M,Credit Card,Regular shoppers
CUST03510,24245,30,267,21,35,53.4,Lucknow,3,M,Wallet,Bargain hunters
CUST03511,8583,7,1176,65,63,44.0,Jaipur,3,F,COD,Occasional buyers
CUST03512,12677,4,1340,47,22,16.0,Hyderabad,2,M,Wallet,Occasional buyers
CUST03513,43846,23,1229,37,43,52.1,Ahmedabad,2,M,Wallet,Regular shoppers
CUST03514,27560,24,1599,24,22,88.9,Chennai,2,M,Debit Card,Regular shoppers
CUST03515,9397,34,573,2,27,51.2,Lucknow,3,F,UPI,Bargain hunters
CUST03516,19053,36,13896,271,54,58.2,Delhi,1,M,Net Banking,Noise
CUST03517,33867,30,22558,20,68,0.8,Mumbai,1,M,Debit Card,Noise
CUST03518,14388,20,474,7,32,54.2,Jaipur,3,M,UPI,Bargain hunters
CUST03519,10116,3,1551,22,56,32.4,Bengaluru,1,F,Net Banking,Occasional buyers
CUST03520,33338,21,1346,20,24,54.9,Pune,2,F,Credit Card,Regular shoppers
CUST03521,30094,27,1650,43,37,60.2,Hyderabad,2,M,Wallet,Regular shoppers
CUST03522,83581,32,2110,14,31,82.7,Bengaluru,1,F,COD,Premium loyalists
CUST03523,8825,2,1510,105,18,32.4,Chennai,2,F,Credit Card,Occasional buyers
CUST03524,5513,10,1457,66,41,30.5,Jaipur,3,F,COD,Occasional buyers
CUST03525,7840,2,780,83,41,25.3,Lucknow,3,M,Wallet,Occasional buyers
CUST03526,89255,35,1637,12,48,82.8,Bengaluru,1,F,Credit Card,Premium loyalists
CUST03527,7684,4,792,48,59,22.7,Ahmedabad,2,M,Credit Card,Occasional buyers
CUST03528,11287,47,617,20,28,41.8,Lucknow,3,F,COD,Bargain hunters
CUST03529,36675,19,1409,21,42,61.8,Ahmedabad,2,F,UPI,Regular shoppers
CUST03530,13332,9,1534,38,62,51.8,Ahmedabad,2,F,Credit Card,Occasional buyers
CUST03531,8841,8,1191,43,37,49.9,Delhi,1,F,COD,Occasional buyers
CUST03532,22733,13,1621,32,26,72.6,Delhi,1,M,Credit Card,Regular shoppers
CUST03533,82115,51,2208,17,37,84.9,Pune,2,M,Wallet,Premium loyalists
CUST03534,20114,15,398,9,18,22.9,Kolkata,2,M,Credit Card,Bargain hunters
CUST03535,89331,19,2361,24,42,98.0,Bengaluru,1,M,Credit Card,Premium loyalists
CUST03536,106539,76,2496,31,18,20.6,Delhi,1,F,Debit Card,Noise
CUST03537,76139,41,2240,16,18,97.7,Mumbai,1,F,COD,Premium loyalists
CUST03538,102245,36,2025,5,43,94.9,Mumbai,1,M,Debit Card,Premium loyalists
CUST03539,42058,21,1169,31,23,67.8,Mumbai,1,M,UPI,Regular shoppers
CUST03540,6884,8,1780,116,50,32.1,Delhi,1,F,COD,Occasional buyers
CUST03541,14842,9,1046,81,39,41.3,Bengaluru,1,M,Wallet,Occasional buyers
CUST03542,5775,5,1037,86,27,30.8,Kolkata,2,M,Credit Card,Occasional buyers
CUST03543,12868,36,512,15,20,42.3,Ahmedabad,2,M,COD,Young explorers
CUST03544,11919,6,1676,65,33,22.5,Jaipur,3,M,Net Banking,Occasional buyers
CUST03545,30726,24,1769,40,36,64.2,Kolkata,2,M,Debit Card,Regular shoppers
CUST03546,9460,8,1435,43,55,39.3,Lucknow,3,M,Net Banking,Occasional buyers
CUST03547,112826,38,2135,21,31,99.1,Mumbai,1,F,Debit Card,Premium loyalists
CUST03548,59082,34,2044,7,19,85.6,Delhi,1,F,COD,Premium loyalists
CUST03549,145198,29,3660,237,36,40.6,Delhi,1,F,UPI,Noise
CUST03550,12974,7,1167,80,37,26.9,Jaipur,3,F,Wallet,Occasional buyers
CUST03551,89999,36,2338,13,37,98.5,Chennai,2,F,Net Banking,Premium loyalists
CUST03552,26975,26,1526,24,38,44.8,Jaipur,3,M,COD,Regular shoppers
CUST03553,23367,39,714,19,18,47.9,Ahmedabad,2,F,UPI,Bargain hunters
CUST03554,14297,42,531,4,34,50.8,Kolkata,2,F,Credit Card,Bargain hunters
CUST03555,21918,34,674,8,18,38.6,Delhi,1,M,Debit Card,Bargain hunters
CUST03556,21030,49,512,22,28,48.9,Ahmedabad,2,M,UPI,Bargain hunters
CUST03557,32292,21,1087,22,26,69.4,Chennai,2,F,COD,Regular shoppers
CUST03558,82377,5,6838,56,48,71.7,Kolkata,2,M,Debit Card,High-value infrequent
CUST03559,69370,6,10267,60,40,50.5,Bengaluru,1,F,Wallet,High-value infrequent
CUST03560,9705,8,1700,29,58,31.7,Jaipur,3,F,Wallet,Occasional buyers
CUST03561,13533,25,479,19,33,44.0,Kolkata,2,F,Debit Card,Bargain hunters
CUST03562,54147,7,9614,28,56,56.2,Pune,2,M,Net Banking,High-value infrequent
CUST03563,11789,10,925,77,44,28.0,Mumbai,1,M,UPI,Occasional buyers
CUST03564,23426,42,657,41,38,42.3,Delhi,1,F,Net Banking,Bargain hunters
CUST03565,7800,8,1084,37,45,46.1,Pune,2,M,Debit Card,Occasional buyers
CUST03566,27200,18,1256,25,30,64.0,Ahmedabad,2,F,COD,Regular shoppers
CUST03567,33110,21,1758,26,18,52.0,Lucknow,3,M,Wallet,Regular shoppers
CUST03568,83350,52,1940,13,31,91.3,Chennai,2,M,Wallet,Premium loyalists
CUST03569,3658,5,2192,77,42,39.2,Chennai,2,M,Net Banking,Occasional buyers
CUST03570,27831,22,1643,11,28,63.9,Delhi,1,F,Credit Card,Regular shoppers
CUST03571,98499,40,1960,9,41,97.3,Kolkata,2,M,Credit Card,Premium loyalists
CUST03572,28116,17,1829,44,21,58.8,Pune,2,F,Debit Card,Regular shoppers
