Recency_Days,Purchase_Frequency,Total_Spend_INR,Age,City_Type,Gender,Total_Returns,Discounts_Used
167.0,5.0,499739.0,47.0,Metro,Male,17.0,7.0
121.0,72.0,78579.0,40.0,Metro,Female,3.0,2.0
157.0,39.0,494479.0,58.0,Metro,Female,10.0,43.0
218.0,39.0,391181.0,40.0,Metro,Female,12.0,32.0
27.0,70.0,459579.0,36.0,Metro,Male,3.0,7.0
50.0,63.0,426937.0,66.0,Tier1,Female,8.0,49.0
271.0,34.0,166246.0,18.0,Metro,Male,5.0,2.0
357.0,76.0,357527.0,57.0,Tier2,Female,7.0,8.0
171.0,72.0,96494.0,26.0,Tier1,Female,18.0,26.0
41.0,15.0,346234.0,36.0,Metro,Male,16.0,6.0
291.0,24.0,90296.0,43.0,Tier1,Male,12.0,47.0
288.0,24.0,148476.0,,Tier1,Male,8.0,42.0
287.0,16.0,483057.0,40.0,Metro,Male,11.0,22.0
32.0,8.0,268708.0,19.0,Tier2,Female,3.0,3.0
303.0,65.0,243103.0,30.0,Tier2,Male,18.0,2.0
363.0,69.0,46522.0,61.0,Tier1,Female,10.0,27.0
41.0,90.0,17386.0,57.0,Metro,Male,3.0,30.0
242.0,56.0,351476.0,66.0,Metro,Male,13.0,1.0
58.0,50.0,121654.0,48.0,Metro,Female,18.0,47.0
,4.0,316883.0,56.0,Metro,Female,3.0,0.0
346.0,12.0,158596.0,56.0,Tier2,Female,10.0,4.0
157.0,42.0,32717.0,58.0,Tier2,Female,18.0,37.0
216.0,90.0,473420.0,33.0,Rural,Male,18.0,46.0
295.0,95.0,440965.0,63.0,Tier2,Female,17.0,40.0
149.0,22.0,318024.0,50.0,Metro,Male,4.0,19.0
7.0,51.0,306876.0,43.0,Tier1,Female,15.0,21.0
319.0,61.0,215898.0,63.0,Tier2,Female,8.0,26.0
93.0,10.0,379246.0,44.0,Metro,Female,19.0,21.0
329.0,29.0,311319.0,53.0,Tier1,Male,12.0,26.0
,88.0,418316.9667020592,60.0,Rural,Male,17.0,23.0
263.0,99.0,329276.0,19.0,Tier2,Male,13.0,3.0
278.0,38.0,266535.0,,Tier2,Male,4.0,16.0
,54.0,461044.0,60.0,Metro,Male,8.0,17.0
326.0,95.0,499765.0,39.0,Tier1,Female,1.0,14.0
218.0,21.0,50744.0,64.0,Metro,Male,14.0,29.0
262.0,82.0,424117.0,23.0,Tier2,Male,8.0,45.0
227.0,55.0,351364.0,59.0,Tier2,Female,17.0,49.0
160.0,49.0,294417.0,68.0,Tier2,Female,17.0,3.0
189.0,87.0,436173.0,47.0,Metro,Female,3.0,13.0
272.0,73.0,285423.0,67.0,Tier2,Female,13.0,2.0
207.0,48.0,121015.0,54.0,Metro,Female,14.0,49.0
208.0,86.0,34353.0,34.0,Metro,Female,10.0,26.0
170.0,90.0,182048.0,51.0,Tier2,Female,12.0,30.0
238.0,50.0,393232.0,26.0,Tier1,Female,2.0,34.0
158.0,72.0,444636.0,31.0,Tier2,Male,16.0,8.0
316.0,16.0,314587.0,39.0,Tier1,Male,9.0,14.0
63.0,35.0,197795.0,35.0,Tier1,Female,19.0,26.0
123.0,85.0,378208.0,63.0,Metro,Female,4.0,26.0
65.0,23.0,465550.0,30.0,Tier1,Male,8.0,42.0
41.0,3.0,141359.0,,Metro,Other,5.0,12.0
256.0,28.0,107127.0,46.0,Tier2,Female,12.0,40.0
181.0,10.0,20861.0,24.0,Metro,Male,16.0,39.0
347.0,96.0,286307.0,40.0,Metro,Male,0.0,39.0
122.0,82.0,429421.0,51.0,Tier2,Female,4.0,7.0
250.0,84.0,427391.0,37.0,Tier1,Male,13.0,45.0
93.0,72.0,139713.0,38.0,Tier2,Female,6.0,11.0
253.0,68.0,310401.0,60.0,Tier1,Male,9.0,4.0
5.0,76.0,50311.0,67.0,Tier2,Male,6.0,19.0
102.0,11.0,306802.0,22.0,Tier1,Female,8.0,47.0
12.0,11.0,125419.0,66.0,Tier2,Female,16.0,30.0
169.0,55.0,131821.0,51.0,Tier2,Female,13.0,35.0
103.0,30.0,48335.0,43.0,Tier1,Female,11.0,44.0
311.0,61.0,243267.0,49.0,Tier2,Male,0.0,6.0
336.0,36.0,201401.0,52.0,Metro,Female,19.0,30.0
319.0,51.0,58920.0,40.0,Rural,Female,12.0,16.0
76.0,95.0,18057.0,44.0,Rural,Female,15.0,31.0
71.0,43.0,309503.0,29.0,Metro,Female,15.0,30.0
,37.0,338870.0,65.0,Tier2,Female,19.0,26.0
296.0,27.0,166291.0,56.0,Tier2,Male,3.0,48.0
273.0,78.0,260831.0,50.0,Metro,Male,12.0,40.0
353.0,33.0,367494.0,36.0,Tier1,Male,15.0,35.0
292.0,6.0,434972.0,34.0,Tier2,Male,4.0,5.0
239.0,12.0,409512.0,56.0,Metro,Female,13.0,18.0
155.0,54.0,95729.0,22.0,Tier2,Female,12.0,28.0
96.0,99.0,37922.0,36.0,Tier2,Female,13.0,24.0
,72.0,406950.0,58.0,Tier1,Female,11.0,3.0
40.0,17.0,24458.0,61.0,Tier2,Female,19.0,11.0
150.0,2.0,26288.0,34.0,Tier1,Male,5.0,13.0
,67.0,,59.0,Tier2,Male,0.0,42.0
211.0,74.0,,64.0,Tier2,Female,13.0,1.0
202.0,57.0,223267.0,,Metro,Male,14.0,29.0
175.0,71.0,199795.0,21.0,Tier1,Female,5.0,41.0
328.0,71.0,118033.0,20.0,Metro,Male,17.0,1.0
320.0,71.0,242968.0,27.0,Rural,Female,14.0,42.0
54.0,49.0,487866.0,20.0,Tier1,Female,6.0,21.0
136.0,76.0,460850.0,37.0,Metro,Male,10.0,4.0
16.0,51.0,473867.0,63.0,Rural,Male,3.0,16.0
,66.0,236138.0,20.0,Metro,Female,0.0,44.0
32.0,88.0,494197.0,55.0,Metro,Female,7.0,28.0
74.0,95.0,203643.0,32.0,Metro,Female,2.0,25.0
188.0,7.0,208327.0,68.0,Tier2,Male,13.0,9.0
40.0,73.0,484092.0,29.0,Metro,Female,11.0,7.0
200.0,27.0,188744.0,52.0,Metro,Female,0.0,17.0
6.0,74.0,398655.0,34.0,Tier1,Other,1.0,21.0
44.0,83.0,417150.0,52.0,Tier2,Male,2.0,14.0
225.0,98.0,274819.0,51.0,Tier1,Female,0.0,9.0
273.0,94.0,,61.0,Tier1,Female,0.0,39.0
340.0,30.0,286217.0,26.0,Tier1,Female,4.0,46.0
240.0,8.0,256713.0,61.0,Tier1,Male,3.0,10.0
354.0,29.0,199223.0,34.0,Tier1,Male,4.0,41.0
89.0,13.0,432868.0,59.0,Tier2,Female,11.0,32.0
128.0,75.0,277183.0,46.0,Metro,Female,16.0,49.0
112.0,60.0,294417.0,57.0,Tier1,Male,17.0,30.0
,21.0,354503.0,37.0,Metro,Male,8.0,10.0
275.0,32.0,198061.0,43.0,Tier1,Female,5.0,28.0
272.0,37.0,456006.0,21.0,Metro,Female,2.0,28.0
324.0,82.0,33349.0,40.0,Rural,Female,11.0,4.0
343.0,79.0,1070174.0606923366,,Metro,Male,9.0,16.0
278.0,27.0,385473.0,67.0,Metro,Female,0.0,41.0
244.0,13.0,30611.0,68.0,Tier2,Male,0.0,35.0
58.0,79.0,183843.0,46.0,Metro,Female,8.0,42.0
111.0,61.0,399209.0,20.0,Metro,Female,8.0,47.0
278.0,86.0,1424557.340428035,41.0,Tier2,Female,8.0,5.0
290.0,98.0,460780.0,22.0,Tier2,Female,3.0,32.0
249.0,31.0,256252.0,49.0,Metro,Female,6.0,44.0
,9.0,455836.0,40.0,Rural,Male,6.0,34.0
81.0,22.0,264316.0,54.0,Tier1,Male,14.0,14.0
302.0,53.0,2036182.6663901587,58.0,Metro,Female,2.0,12.0
154.0,50.0,388929.0,32.0,Metro,Female,6.0,38.0
55.0,74.0,66739.0,43.0,Tier1,Female,13.0,44.0
177.0,11.0,47128.0,32.0,Metro,Female,19.0,17.0
182.0,56.0,174936.0,26.0,Tier1,Female,9.0,35.0
117.0,85.0,348521.0,29.0,Metro,Male,8.0,12.0
243.0,61.0,93630.0,48.0,Tier1,Female,4.0,43.0
72.0,5.0,55467.0,43.0,Metro,Female,10.0,12.0
246.0,34.0,453536.0,43.0,Rural,Female,7.0,45.0
32.0,40.0,459473.0,68.0,Tier1,Female,19.0,27.0
291.0,89.0,43244.0,22.0,Rural,Female,12.0,13.0
152.0,93.0,123899.0,,Tier1,Female,10.0,31.0
320.0,27.0,364016.0,57.0,Metro,Male,3.0,6.0
159.0,6.0,153415.0,64.0,Tier1,Male,13.0,48.0
306.0,30.0,312518.0,57.0,Tier1,Female,8.0,49.0
223.0,75.0,,50.0,Tier1,Male,13.0,38.0
282.0,22.0,201701.0,32.0,Metro,Male,9.0,7.0
172.0,11.0,340107.0,43.0,Rural,Female,8.0,18.0
345.0,46.0,211509.0,66.0,Metro,Male,14.0,4.0
181.0,42.0,237693.0,32.0,Rural,Female,17.0,28.0
22.0,52.0,127043.0,25.0,Metro,Female,4.0,34.0
122.0,51.0,421680.0,25.0,Tier1,Male,5.0,46.0
49.0,72.0,,65.0,Metro,Female,1.0,39.0
200.0,20.0,345223.0,38.0,Rural,Male,1.0,24.0
291.0,29.0,281335.0,39.0,Tier1,Female,7.0,44.0
134.0,86.0,438796.0,37.0,Metro,Female,0.0,23.0
341.0,1.0,134091.0,,Tier2,Female,3.0,5.0
251.0,73.0,241856.0,53.0,Rural,Female,2.0,3.0
73.0,24.0,84595.0,35.0,Tier2,Female,14.0,15.0
119.0,88.0,672.0,66.0,Metro,Male,3.0,36.0
42.0,71.0,227052.0,25.0,Tier1,Male,17.0,33.0
110.0,30.0,401605.0,31.0,Tier1,Female,16.0,4.0
311.0,19.0,289456.0,68.0,Tier1,Female,10.0,29.0
320.0,4.0,179651.0,52.0,Metro,Male,2.0,16.0
11.0,14.0,469075.0,46.0,Metro,Female,18.0,29.0
176.0,48.0,142015.0,24.0,Tier2,Male,15.0,13.0
74.0,49.0,27837.0,61.0,Tier2,Female,4.0,12.0
31.0,94.0,264932.0,,Tier1,Male,5.0,2.0
129.0,76.0,205725.0,59.0,Tier1,Female,10.0,39.0
319.0,70.0,394985.0,63.0,Metro,Male,15.0,20.0
298.0,87.0,108918.0,44.0,Metro,Male,6.0,49.0
317.0,20.0,209865.0,34.0,Tier1,Male,14.0,4.0
,39.0,,52.0,Metro,Male,4.0,6.0
329.0,9.0,47731.0,47.0,Metro,Male,16.0,26.0
226.0,83.0,441002.0,45.0,Tier1,Male,1.0,13.0
170.0,18.0,377265.0,,Tier1,Female,9.0,37.0
176.0,99.0,182203.0,55.0,Metro,Female,6.0,13.0
78.0,97.0,,67.0,Metro,Male,6.0,16.0
339.0,53.0,128809.0,33.0,Tier1,Male,17.0,39.0
345.0,14.0,228492.0,37.0,Tier2,Male,14.0,9.0
285.0,40.0,22879.0,29.0,Tier1,Male,13.0,28.0
295.0,26.0,463342.0,27.0,Metro,Female,5.0,16.0
283.0,23.0,130340.0,64.0,Metro,Female,15.0,5.0
76.0,33.0,335454.0,62.0,Metro,Male,16.0,21.0
12.0,63.0,468229.0,31.0,Tier2,Male,18.0,3.0
145.0,47.0,76811.0,67.0,Rural,Female,17.0,31.0
136.0,91.0,260827.0,29.0,Metro,Male,4.0,24.0
175.0,78.0,117015.0,31.0,Tier2,Male,10.0,49.0
209.0,81.0,212055.0,40.0,Tier1,Female,12.0,35.0
56.0,79.0,75169.0,,Metro,Female,4.0,7.0
326.0,29.0,403836.0,56.0,Tier1,Male,6.0,47.0
353.0,66.0,83066.0,56.0,Metro,Male,5.0,27.0
256.0,79.0,137256.0,18.0,Tier2,Male,4.0,46.0
41.0,72.0,456765.0,24.0,Tier2,Female,8.0,16.0
7.0,80.0,828741.0531198878,47.0,Tier1,Male,6.0,24.0
265.0,56.0,143009.0,49.0,Tier1,Female,9.0,23.0
40.0,15.0,91621.0,20.0,Tier2,Male,0.0,9.0
289.0,8.0,256004.0,59.0,Tier1,Female,12.0,47.0
282.0,43.0,110669.0,64.0,Tier2,Female,3.0,2.0
225.0,16.0,,61.0,Tier2,Female,14.0,37.0
164.0,20.0,469931.0,37.0,Rural,Male,13.0,38.0
142.0,30.0,,67.0,Tier1,Female,5.0,9.0
316.0,13.0,,52.0,Tier1,Female,18.0,30.0
261.0,92.0,499797.0,24.0,Tier2,Female,1.0,11.0
351.0,52.0,13818.0,52.0,Metro,Male,1.0,5.0
60.0,72.0,62343.0,27.0,Tier1,Male,15.0,2.0
42.0,32.0,418846.0,36.0,Rural,Male,4.0,20.0
221.0,59.0,452437.0,31.0,Tier2,Male,15.0,37.0
55.0,5.0,374119.0,33.0,Tier2,Female,16.0,35.0
271.0,20.0,225101.0,39.0,Tier1,Female,4.0,5.0
347.0,64.0,311215.0,48.0,Metro,Male,4.0,17.0
260.0,54.0,349327.0,22.0,Rural,Female,5.0,42.0
238.0,68.0,217990.0,69.0,Tier1,Female,7.0,9.0
241.0,48.0,399042.0,68.0,Tier2,Female,3.0,0.0
303.0,72.0,51874.0,63.0,Tier2,Male,14.0,3.0
20.0,58.0,474472.0,61.0,Metro,Female,12.0,11.0
64.0,59.0,165179.0,56.0,Tier2,Male,13.0,42.0
284.0,40.0,496929.0,65.0,Metro,Female,1.0,36.0
82.0,35.0,38494.0,55.0,Tier2,Male,0.0,45.0
310.0,11.0,316286.0,52.0,Tier1,Male,17.0,44.0
218.0,31.0,,38.0,Tier1,Female,7.0,30.0
340.0,25.0,250453.0,42.0,Tier1,Male,4.0,43.0
12.0,29.0,40866.0,37.0,Metro,Female,2.0,1.0
25.0,71.0,241115.0,42.0,Metro,Male,7.0,43.0
64.0,63.0,335287.0,25.0,Tier1,Other,8.0,39.0
9.0,83.0,16106.0,29.0,Tier1,Male,7.0,44.0
341.0,97.0,366544.0,,Metro,Male,4.0,37.0
132.0,65.0,1845.0,29.0,Metro,Male,2.0,48.0
9.0,74.0,85251.0,58.0,Tier2,Female,12.0,14.0
157.0,10.0,164648.0,53.0,Tier1,Female,18.0,43.0
283.0,76.0,314435.0,26.0,Rural,Female,19.0,6.0
139.0,81.0,77673.0,18.0,Rural,Male,4.0,3.0
323.0,92.0,77108.0,19.0,Tier1,Male,6.0,47.0
102.0,73.0,140918.0,,Tier1,Male,10.0,29.0
128.0,7.0,88442.0,46.0,Rural,Male,1.0,32.0
185.0,90.0,3502.0,68.0,Tier2,Female,1.0,14.0
115.0,94.0,480336.0,41.0,Tier2,Female,15.0,40.0
265.0,21.0,465148.0,29.0,Tier1,Male,2.0,35.0
175.0,7.0,295743.0,43.0,Tier2,Female,16.0,14.0
20.0,70.0,325030.0,68.0,Tier1,Male,18.0,7.0
207.0,26.0,396906.0,41.0,Metro,Male,4.0,8.0
140.0,59.0,456587.0,54.0,Metro,Male,9.0,26.0
17.0,85.0,,46.0,Tier1,Female,7.0,29.0
70.0,3.0,297334.0,27.0,Tier2,Female,19.0,38.0
301.0,24.0,301545.0,49.0,Tier1,Male,8.0,46.0
118.0,69.0,112357.0,57.0,Rural,Female,19.0,16.0
258.0,33.0,155221.0,24.0,Metro,Male,5.0,44.0
85.0,60.0,309666.0,64.0,Tier1,Female,9.0,44.0
198.0,18.0,41004.0,64.0,Metro,Female,10.0,45.0
183.0,24.0,56531.0,64.0,Tier1,Female,8.0,17.0
326.0,44.0,13759.0,69.0,Tier1,Female,8.0,48.0
287.0,99.0,416326.0,,Tier2,Female,0.0,29.0
241.0,34.0,23843.0,62.0,Metro,Female,9.0,41.0
284.0,47.0,347158.0,42.0,Tier2,Female,15.0,11.0
187.0,8.0,112124.0,34.0,Rural,Male,3.0,2.0
207.0,66.0,100220.0,55.0,Metro,Female,5.0,34.0
200.0,85.0,105108.0,20.0,Tier1,Female,4.0,31.0
67.0,6.0,129820.0,30.0,Tier2,Male,9.0,22.0
289.0,61.0,402587.0,62.0,Tier1,Female,18.0,2.0
347.0,4.0,466424.0,50.0,Metro,Male,12.0,47.0
238.0,61.0,165075.0,40.0,Tier1,Female,18.0,42.0
105.0,40.0,440795.0,65.0,Metro,Female,11.0,8.0
21.0,17.0,153166.0,35.0,Metro,Female,9.0,40.0
233.0,54.0,751780.7277829353,45.0,Metro,Female,12.0,48.0
350.0,31.0,445138.0,36.0,Tier1,Male,3.0,29.0
191.0,86.0,481481.0,46.0,Tier2,Female,8.0,43.0
64.0,1.0,8148.0,38.0,Tier2,Female,18.0,0.0
88.0,61.0,368207.0,34.0,Tier1,Female,4.0,17.0
52.0,23.0,270168.0,,Metro,Female,8.0,40.0
193.0,14.0,317097.0,18.0,Tier2,Male,7.0,35.0
42.0,15.0,113441.0,67.0,Tier1,Female,1.0,9.0
63.0,81.0,343467.0,31.0,Tier1,Female,12.0,18.0
29.0,10.0,275691.0,35.0,Metro,Male,6.0,7.0
34.0,52.0,349079.0,18.0,Tier1,Female,16.0,47.0
309.0,98.0,176142.0,42.0,Metro,Female,7.0,21.0
81.0,49.0,481570.0,63.0,Metro,Male,16.0,21.0
102.0,75.0,431322.0,26.0,Tier2,Female,11.0,35.0
196.0,41.0,293987.0,34.0,Tier1,Male,14.0,31.0
321.0,62.0,224584.0,55.0,Tier2,Male,9.0,45.0
275.0,74.0,442578.0,46.0,Metro,Female,15.0,47.0
144.0,74.0,369058.0,61.0,Tier1,Female,17.0,2.0
257.0,26.0,60369.0,54.0,Metro,Female,4.0,4.0
,90.0,242978.0,67.0,Metro,Female,10.0,16.0
259.0,55.0,189588.0,40.0,Rural,Male,11.0,29.0
,26.0,180470.0,55.0,Tier2,Male,16.0,38.0
276.0,93.0,15578.0,21.0,Metro,Female,6.0,19.0
305.0,82.0,257236.0,26.0,Tier1,Male,9.0,10.0
173.0,60.0,147845.0,63.0,Metro,Male,13.0,42.0
197.0,91.0,329716.0,37.0,Tier2,Female,14.0,35.0
,12.0,271446.0,29.0,Metro,Male,14.0,32.0
82.0,35.0,118793.0,65.0,Metro,Female,9.0,8.0
243.0,25.0,14007.0,44.0,Rural,Female,9.0,27.0
336.0,58.0,373152.0,32.0,Metro,Female,13.0,31.0
352.0,79.0,308543.0,48.0,Tier2,Female,15.0,47.0
,95.0,108641.0,57.0,Rural,Female,11.0,40.0
,55.0,198292.0,33.0,Tier1,Male,5.0,7.0
91.0,31.0,427083.0,29.0,Tier1,Male,6.0,22.0
124.0,87.0,124646.0,46.0,Rural,Female,19.0,26.0
28.0,59.0,114696.0,63.0,Metro,Female,12.0,27.0
275.0,50.0,261162.0,53.0,Tier1,Female,14.0,30.0
117.0,27.0,415297.0,66.0,Metro,Female,11.0,24.0
360.0,38.0,287042.0,65.0,Tier1,Female,3.0,23.0
82.0,77.0,389361.0,30.0,Tier2,Female,19.0,17.0
119.0,34.0,16395.0,44.0,Tier1,Female,4.0,7.0
,97.0,76038.0,48.0,Tier2,Male,11.0,26.0
38.0,36.0,217462.0,63.0,Metro,Male,2.0,40.0
339.0,79.0,350498.0,57.0,Metro,Male,15.0,45.0
248.0,66.0,212670.0,49.0,Tier2,Female,16.0,46.0
336.0,43.0,227337.0,37.0,Rural,Female,1.0,29.0
259.0,6.0,282407.0,18.0,Metro,Male,4.0,3.0
229.0,85.0,485598.0,38.0,Metro,Male,12.0,11.0
345.0,77.0,31783.0,40.0,Metro,Female,7.0,34.0
207.0,87.0,67801.0,54.0,Metro,Female,16.0,43.0
139.0,3.0,117657.0,35.0,Tier2,Male,19.0,3.0
353.0,15.0,138680.0,32.0,Tier2,Female,11.0,41.0
72.0,83.0,164345.0,35.0,Tier2,Male,8.0,8.0
199.0,5.0,212255.0,19.0,Tier2,Male,18.0,12.0
38.0,38.0,384068.0,23.0,Metro,Male,8.0,49.0
186.0,73.0,306022.0,57.0,Metro,Female,11.0,9.0
30.0,82.0,499215.0,39.0,Tier1,Male,6.0,30.0
,3.0,2474440.8518015896,65.0,Metro,Female,5.0,16.0
71.0,1.0,379728.0,42.0,Tier2,Female,11.0,25.0
121.0,23.0,491728.0,64.0,Tier1,Male,19.0,32.0
96.0,68.0,178104.0,48.0,Metro,Male,3.0,21.0
46.0,61.0,497174.0,45.0,Tier2,Female,6.0,11.0
324.0,98.0,,50.0,Metro,Female,8.0,26.0
296.0,69.0,57058.0,32.0,Tier1,Female,0.0,36.0
284.0,4.0,89655.0,,Metro,Male,0.0,15.0
280.0,53.0,100809.0,57.0,Metro,Female,13.0,32.0
96.0,78.0,304563.0,64.0,Tier2,Female,15.0,31.0
346.0,21.0,252036.0,57.0,Tier1,Male,9.0,25.0
361.0,12.0,321911.0,55.0,Metro,Female,7.0,27.0
71.0,31.0,182050.0,48.0,Tier1,Male,4.0,6.0
262.0,76.0,1363.0,41.0,Tier1,Female,0.0,12.0
231.0,8.0,331860.0,33.0,Tier2,Female,7.0,23.0
353.0,86.0,,27.0,Metro,Male,2.0,15.0
,85.0,758733.6316572161,52.0,Rural,Male,19.0,46.0
113.0,5.0,369129.0,22.0,Metro,Female,1.0,37.0
311.0,53.0,388861.0,39.0,Metro,Female,15.0,6.0
194.0,32.0,375325.0,64.0,Metro,Female,5.0,31.0
92.0,41.0,226476.0,21.0,Metro,Male,17.0,4.0
233.0,38.0,135458.0,19.0,Metro,Female,2.0,17.0
292.0,31.0,,52.0,Tier2,Female,0.0,48.0
190.0,51.0,247690.0,64.0,Metro,Female,10.0,2.0
45.0,51.0,316000.0,36.0,Metro,Male,11.0,8.0
135.0,99.0,434821.0,46.0,Tier1,Male,6.0,37.0
241.0,48.0,284212.0,23.0,Rural,Female,6.0,39.0
187.0,85.0,127870.0,51.0,Metro,Male,13.0,8.0
25.0,26.0,391718.0,39.0,Tier2,Female,14.0,47.0
116.0,62.0,212624.0,63.0,Rural,Male,5.0,49.0
261.0,69.0,197496.0,37.0,Tier1,Male,14.0,48.0
335.0,59.0,150794.0,56.0,Rural,Female,9.0,10.0
45.0,1.0,211347.0,25.0,Tier2,Male,19.0,29.0
,33.0,178113.0,41.0,Tier2,Female,16.0,33.0
224.0,42.0,24237.0,20.0,Rural,Male,11.0,10.0
,89.0,84774.0,62.0,Tier2,Male,17.0,49.0
356.0,60.0,336782.0,41.0,Tier1,Female,4.0,40.0
,56.0,345072.0,62.0,Tier2,Male,0.0,43.0
189.0,42.0,92276.0,49.0,Tier2,Male,13.0,32.0
201.0,81.0,149029.0,47.0,Tier2,Female,12.0,23.0
243.0,94.0,12837.0,66.0,Metro,Female,13.0,8.0
15.0,8.0,438719.0,35.0,Tier2,Female,4.0,6.0
150.0,44.0,443824.0,,Tier2,Male,3.0,0.0
67.0,1.0,146422.0,62.0,Tier1,Female,8.0,22.0
149.0,46.0,2481836.3424360733,31.0,Tier2,Male,10.0,25.0
155.0,55.0,28995.0,47.0,Tier1,Male,11.0,39.0
338.0,55.0,176497.0,46.0,Tier1,Female,19.0,35.0
53.0,14.0,202839.0,66.0,Tier2,Male,0.0,35.0
18.0,7.0,221040.0,51.0,Tier1,Male,2.0,26.0
,92.0,114823.0,34.0,Metro,Male,11.0,22.0
93.0,77.0,28785.0,25.0,Tier2,Male,6.0,49.0
344.0,29.0,267276.0,35.0,Tier1,Male,6.0,35.0
168.0,67.0,,43.0,Metro,Female,1.0,22.0
122.0,97.0,266018.0,48.0,Rural,Female,3.0,49.0
133.0,99.0,498961.0,47.0,Tier2,Female,2.0,48.0
151.0,58.0,386422.0,40.0,Tier1,Female,12.0,11.0
82.0,27.0,339342.0,66.0,Tier2,Female,18.0,24.0
179.0,76.0,293744.0,30.0,Metro,Female,13.0,29.0
71.0,46.0,314921.0,41.0,Tier1,Male,7.0,3.0
154.0,49.0,73687.0,47.0,Tier2,Male,10.0,1.0
76.0,55.0,311485.0,55.0,Metro,Female,5.0,26.0
164.0,58.0,84586.0,40.0,Metro,Female,7.0,21.0
33.0,33.0,412114.0,63.0,Tier2,Male,18.0,31.0
29.0,95.0,16323.0,65.0,Metro,Female,6.0,38.0
122.0,23.0,330346.0,22.0,Tier1,Male,16.0,24.0
337.0,89.0,251882.0,39.0,Metro,Female,4.0,22.0
335.0,62.0,240708.0,69.0,Metro,Male,2.0,10.0
325.0,41.0,37658.0,61.0,Metro,Male,19.0,26.0
8.0,38.0,199969.0,53.0,Metro,Male,14.0,19.0
36.0,74.0,351652.0,29.0,Metro,Female,7.0,2.0
177.0,90.0,218360.0,64.0,Rural,Male,8.0,3.0
68.0,88.0,470680.0,58.0,Tier1,Male,16.0,49.0
117.0,93.0,315917.0,44.0,Tier1,Female,16.0,40.0
210.0,43.0,214283.0,24.0,Metro,Female,7.0,48.0
357.0,38.0,327085.0,23.0,Metro,Female,4.0,42.0
61.0,43.0,25692.0,40.0,Tier1,Other,6.0,47.0
340.0,84.0,20183.0,44.0,Tier2,Male,10.0,4.0
88.0,26.0,159455.0,60.0,Metro,Male,7.0,47.0
150.0,66.0,219707.0,68.0,Rural,Other,2.0,44.0
176.0,95.0,142607.0,23.0,Rural,Male,6.0,27.0
185.0,99.0,208626.0,18.0,Tier2,Female,10.0,29.0
57.0,98.0,362053.0,50.0,Tier2,Female,8.0,17.0
149.0,23.0,209830.0,68.0,Tier1,Male,0.0,28.0
113.0,72.0,362883.0,30.0,Tier2,Female,18.0,25.0
339.0,30.0,252519.0,61.0,Tier1,Male,3.0,2.0
274.0,48.0,360141.0,44.0,Metro,Female,5.0,11.0
223.0,57.0,476563.0,27.0,Tier2,Male,11.0,31.0
153.0,31.0,26695.0,58.0,Metro,Male,19.0,43.0
182.0,63.0,187734.0,51.0,Tier2,Male,17.0,20.0
38.0,79.0,365136.0,32.0,Rural,Male,12.0,30.0
138.0,90.0,363756.0,35.0,Tier1,Female,3.0,29.0
313.0,44.0,111056.0,33.0,Rural,Male,8.0,2.0
150.0,93.0,97670.0,44.0,Metro,Female,7.0,27.0
114.0,97.0,317696.0,41.0,Tier1,Female,14.0,12.0
360.0,59.0,272430.0,,Tier2,Female,6.0,31.0
257.0,99.0,16919.0,50.0,Metro,Male,8.0,0.0
275.0,40.0,363325.0,56.0,Tier2,Female,17.0,49.0
193.0,25.0,465703.0,65.0,Rural,Female,3.0,25.0
15.0,91.0,330714.0,48.0,Tier1,Male,8.0,8.0
290.0,4.0,365487.0,58.0,Metro,Male,7.0,41.0
216.0,99.0,67584.0,67.0,Metro,Female,9.0,47.0
360.0,76.0,120010.0,46.0,Tier1,Male,14.0,5.0
356.0,8.0,94522.0,49.0,Tier1,Female,1.0,49.0
33.0,24.0,366089.0,27.0,Metro,Female,0.0,39.0
179.0,73.0,411151.0,36.0,Tier1,Male,10.0,6.0
47.0,77.0,210418.0,32.0,Metro,Female,13.0,16.0
59.0,85.0,825279.1085984639,49.0,Tier2,Male,2.0,26.0
352.0,57.0,178109.0,49.0,Metro,Female,15.0,12.0
339.0,57.0,67512.0,43.0,Tier1,Male,8.0,40.0
47.0,87.0,183938.0,18.0,Metro,Female,9.0,30.0
205.0,48.0,380745.0,29.0,Tier1,Male,18.0,31.0
225.0,78.0,114346.0,50.0,Metro,Female,14.0,12.0
315.0,61.0,438722.0,53.0,Metro,Female,7.0,36.0
161.0,9.0,315033.0,37.0,Metro,Male,9.0,0.0
119.0,22.0,68158.0,18.0,Tier1,Female,10.0,44.0
39.0,73.0,328524.0,38.0,Tier2,Male,12.0,1.0
316.0,70.0,468073.0,57.0,Metro,Male,13.0,8.0
281.0,9.0,,33.0,Tier1,Male,12.0,21.0
22.0,50.0,455636.0,60.0,Metro,Female,19.0,49.0
,7.0,499969.0,42.0,Tier1,Male,9.0,29.0
128.0,21.0,245130.0,63.0,Tier1,Male,4.0,47.0
102.0,21.0,,26.0,Metro,Other,8.0,4.0
208.0,91.0,112920.0,39.0,Metro,Female,0.0,11.0
48.0,11.0,200757.0,44.0,Tier1,Female,4.0,21.0
318.0,25.0,56866.0,68.0,Metro,Male,16.0,35.0
,62.0,354149.0,35.0,Metro,Female,12.0,11.0
